City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,chimbote,-9.0853,-78.5783,18.78,83,0,3.08,PE,1670205780
364,jhang,33.6748,72.6963,9.23,44,0,1.42,PK,1670205781
365,indramayu,-6.3264,108.32,28.22,71,100,0.67,ID,1670205781
366,nampula,-15.1165,39.2666,21.16,87,79,2.02,MZ,1670205781
367,kidal,18.4411,1.4078,23.91,16,91,5.6,ML,1670205782
368,murwara,23.85,80.4,14.32,59,9,1.53,IN,1670205782
369,san jeronimo,-11.9472,-75.2829,6.81,95,100,2.18,PE,1670205783
370,aitape,-3.1374,142.3475,29.33,73,100,3.73,PG,1670205784
371,new haven,41.4001,-72.9329,0.64,80,0,1.54,US,1670205784
372,saint anthony,45.0205,-93.218,0.05,60,0,5.14,US,1670205785
373,san antonio,29.4241,-98.4936,14.51,94,100,0.0,US,1670205489
374,banjar,-8.19,114.9675,30.16,67,47,1.32,ID,1670205786
375,talcahuano,-36.7167,-73.1167,13.18,81,0,5.41,CL,1670205786
376,impfondo,1.6381,18.0667,21.64,96,96,1.86,CG,1670205786
377,yueyang,29.3333,113.0919,4.48,86,100,2.98,CN,1670205787
378,ambon,-3.6954,128.1814,29.08,79,40,2.57,ID,1670205545
379,yantal,56.8471,105.2542,-15.78,91,100,6.37,RU,1670205788
380,chifeng,42.2683,118.9636,-8.85,34,0,5.26,CN,1670205788
381,manduria,40.4018,17.6335,14.99,89,1,4.52,IT,1670205789
382,nioro,13.35,-15.75,22.01,65,92,2.77,GM,1670205789
383,laguna,38.421,-121.4238,11.21,92,20,2.06,US,1670205790
384,pinotepa nacional,16.3167,-98.0167,22.74,71,0,1.36,MX,1670205790
385,daru,-9.0763,143.2092,30.2,59,64,3.73,PG,1670205791
386,itoman,26.1247,127.6694,25.22,79,40,3.6,JP,1670205791
387,baherden,38.4362,57.4316,-1.33,60,78,2.36,TM,1670205792
388,sistranda,63.7256,8.834,-0.02,74,100,9.57,NO,1670205792
389,agde,43.3108,3.4758,1.02,93,0,2.06,FR,1670205793
390,tromso,69.6496,18.957,-0.35,100,75,9.77,NO,1670205793
391,atar,20.5169,-13.0499,19.46,27,0,1.1,MR,1670205794
392,pokrovsk,48.282,37.1758,-7.79,62,8,6.83,UA,1670205795
393,sylvan lake,52.3168,-114.0853,-5.24,76,100,6.17,CA,1670205795
394,chicama,-7.8447,-79.1469,19.18,78,5,2.33,PE,1670205796
395,elban,50.1018,136.5094,-19.48,80,24,3.77,RU,1670205796
396,kabarnet,0.4919,35.743,11.24,90,82,1.58,KE,1670205797
397,muscatine,41.4667,-91.1335,1.05,49,0,4.63,US,1670205798
398,tanhacu,-14.0214,-41.2481,19.71,97,100,1.76,BR,1670205799
399,karratha,-20.7377,116.8463,36.0,24,7,4.22,AU,1670205799
400,mbarara,-0.608,30.65,15.24,94,88,0.34,UG,1670205800
401,longyan,25.1072,117.0225,11.27,88,100,1.86,CN,1670205801
402,acapulco,16.8634,-99.8901,26.9,78,0,3.6,MX,1670205801
403,harer,9.3094,42.1258,12.99,52,16,2.43,ET,1670205802
404,kupino,54.3663,77.2981,-19.9,96,92,2.07,RU,1670205530
405,cabedelo,-6.9811,-34.8339,25.6,78,33,5.72,BR,1670205803
406,tezu,27.9167,96.1667,20.53,32,0,0.74,IN,1670205803
407,bathsheba,13.2167,-59.5167,23.36,95,15,0.44,BB,1670205804
408,tynda,55.1667,124.7167,-20.55,86,100,1.26,RU,1670205805
409,tselinnoye,53.0833,85.6667,-17.05,94,100,0.78,RU,1670205805
410,johannesburg,-26.2023,28.0436,18.84,75,71,3.58,ZA,1670205806
411,vao,-22.6667,167.4833,25.23,88,96,9.01,NC,1670205806
412,betare oya,5.6,14.0833,20.37,33,45,0.92,CM,1670205807
413,sibu,2.3,111.8167,29.18,71,95,0.73,MY,1670205809
414,fairbanks,64.8378,-147.7164,-5.22,91,20,0.0,US,1670205809
415,auki,-8.7676,160.7034,28.14,77,100,2.7,SB,1670205809
416,gidole,5.65,37.3667,12.75,57,60,0.75,ET,1670205810
417,half moon bay,37.4636,-122.4286,13.36,86,100,4.63,US,1670205810
418,champerico,14.3,-91.9167,26.64,78,0,1.38,GT,1670205811
419,lebanon,36.2081,-86.2911,6.22,96,100,0.0,US,1670205812
420,mayumba,-3.432,10.6554,24.56,89,95,3.02,GA,1670205812
421,sassandra,4.95,-6.0833,25.36,87,51,2.41,CI,1670205813
422,cam ranh,11.9214,109.1591,28.98,74,40,4.12,VN,1670205813
423,rocky mountain house,52.3668,-114.9188,-7.64,84,100,5.12,CA,1670205814
424,prabumulih,-3.45,104.25,27.85,69,100,1.33,ID,1670205814
425,college,64.8569,-147.8028,-5.23,91,20,0.0,US,1670205815
426,balabac,7.9868,117.0645,28.11,76,100,3.45,PH,1670205815
427,voh,-20.9667,164.7,30.21,64,73,2.38,NC,1670205815
428,dukat,62.55,155.55,-20.48,98,100,0.91,RU,1670205816
429,jumla,29.2747,82.1838,5.32,18,0,2.39,NP,1670205816
430,beidao,34.5686,105.8933,1.74,48,0,0.44,CN,1670205817
431,konstantinovo,54.6628,29.2699,-8.22,82,100,5.41,BY,1670205817
432,yurino,56.2942,46.3039,-19.75,97,17,1.1,RU,1670205818
433,severobaykalsk,55.65,109.3167,-17.62,80,95,1.7,RU,1670205818
434,mansa,29.9833,75.3833,12.82,38,0,0.79,IN,1670205819
435,praia,14.9215,-23.5087,20.3,73,20,2.57,CV,1670205819
436,nyurba,63.2842,118.3319,-22.44,93,100,5.49,RU,1670205819
437,brae,60.3964,-1.353,5.61,73,97,4.21,GB,1670205820
438,sorong,-0.8833,131.25,27.27,80,100,3.18,ID,1670205820
439,krasnovishersk,60.4078,57.082,-19.68,99,36,1.1,RU,1670205821
440,balaghat,21.8,80.1833,16.23,58,64,1.98,IN,1670205821
441,hluti,-27.2167,31.6167,19.87,94,100,0.68,SZ,1670205822
442,nelson bay,-32.7167,152.15,28.03,69,1,6.26,AU,1670205822
443,plainview,40.7765,-73.4673,5.81,65,0,0.9,US,1670205823
444,ouesso,1.6136,16.0517,20.99,97,86,1.19,CG,1670205823
445,pevek,69.7008,170.3133,-17.49,73,100,4.25,RU,1670205824
446,zalantun,48.0,122.7167,-12.7,65,3,6.52,CN,1670205824
447,eyl,7.9803,49.8164,22.96,75,37,6.77,SO,1670205826
448,dongsheng,39.8161,109.9776,-8.21,40,0,2.5,CN,1670205632
449,vilhena,-12.7406,-60.1458,19.79,99,100,0.67,BR,1670205826
450,plunge,55.9114,21.8442,-0.67,94,100,3.34,LT,1670205827
451,xianyang,34.3378,108.7026,4.11,30,0,0.72,CN,1670205827
452,tak bai,6.2595,102.0546,27.82,89,100,1.82,TH,1670205828
453,raudeberg,61.9875,5.1352,3.26,73,100,4.81,NO,1670205828
454,tateyama,34.9833,139.8667,11.17,80,100,8.1,JP,1670205829
455,pedernales,18.0384,-71.744,24.33,74,0,2.22,DO,1670205829
456,kribi,2.95,9.9167,26.11,86,84,2.29,CM,1670205830
457,qaqortoq,60.7167,-46.0333,-5.8,65,100,3.48,GL,1670205830
458,coahuayana,18.7333,-103.6833,24.95,87,0,0.62,MX,1670205830
459,skovorodino,53.9833,123.9167,-23.23,91,56,1.37,RU,1670205831
460,komsomolskiy,40.4272,71.7189,0.4,86,75,4.12,UZ,1670205831
461,fare,-16.7,-151.0167,26.83,75,2,5.55,PF,1670205832
462,almeirim,-1.5233,-52.5817,23.51,94,100,2.04,BR,1670205832
463,te anau,-45.4167,167.7167,17.75,50,95,3.95,NZ,1670205833
464,kailua,21.4022,-157.7394,26.67,82,55,1.79,US,1670205833
465,llanes,43.4198,-4.7549,8.27,64,13,1.68,ES,1670205695
466,lomovka,53.9194,58.3672,-15.26,98,99,0.98,RU,1670205834
467,miri,4.4148,114.0089,28.43,75,100,1.21,MY,1670205834
468,paamiut,61.994,-49.6678,-3.5,74,58,9.13,GL,1670205835
469,jiangyou,31.7667,104.7167,6.79,81,55,0.83,CN,1670205835
470,muisne,0.6,-80.0333,23.54,77,93,3.71,EC,1670205835
471,dromolaxia,34.8761,33.586,15.4,94,0,2.57,CY,1670205836
472,rio gallegos,-51.6226,-69.2181,7.73,68,35,5.7,AR,1670205729
473,odienne,9.51,-7.5692,21.36,84,98,1.12,CI,1670205837
474,bara,10.3744,10.7288,23.59,23,3,4.4,NG,1670205837
475,xining,36.6167,101.7667,-4.53,45,0,0.55,CN,1670205838
476,junin,-34.5838,-60.9433,23.27,48,2,3.49,AR,1670205607
477,hobyo,5.3505,48.5268,26.43,68,93,8.01,SO,1670205839
478,faya,18.3851,42.4509,9.29,83,0,1.48,SA,1670205839
479,krasnoselkup,65.7,82.4667,-5.82,94,100,6.62,RU,1670205839
480,chala,-7.5833,31.2667,14.24,89,100,1.24,TZ,1670205840
481,codrington,-38.2667,141.9667,14.1,68,100,8.24,AU,1670205840
482,bilibino,68.0546,166.4372,-30.1,99,91,2.03,RU,1670205841
483,tocopilla,-22.092,-70.1979,19.58,67,1,0.66,CL,1670205841
484,rafraf,37.1904,10.1837,9.17,47,89,3.24,TN,1670205842
485,bela,25.9333,81.9833,15.11,51,2,0.88,IN,1670205842
486,zaltan,32.947,11.8665,17.35,50,6,2.72,LY,1670205843
487,north bend,43.4065,-124.2243,7.87,94,0,3.09,US,1670205844
488,tambacounda,13.7539,-13.7586,25.54,32,76,1.5,SN,1670205844
489,ipanguacu,-5.4983,-36.855,25.77,67,5,6.28,BR,1670205845
490,camalu,30.85,-116.0667,15.78,85,100,2.82,MX,1670205845
491,talara,-4.5772,-81.2719,19.18,88,27,4.39,PE,1670205846
492,salalah,17.0151,54.0924,23.05,78,20,2.57,OM,1670205846
493,sinnamary,5.3833,-52.95,24.53,87,100,1.69,GF,1670205847
494,vardo,70.3705,31.1107,-3.01,80,100,7.72,NO,1670205847
495,taoudenni,22.6783,-3.9836,25.36,21,79,4.92,ML,1670205848
496,greeneville,36.1632,-82.831,3.01,95,0,0.0,US,1670205848
497,celestun,20.8667,-90.4,24.75,78,10,6.91,MX,1670205849
498,srednekolymsk,67.45,153.6833,-43.95,100,63,1.32,RU,1670205849
499,hovd,48.0056,91.6419,-16.13,76,100,0.91,MN,1670205850
500,ivanovka,42.8878,75.085,-4.65,82,100,0.22,KG,1670205688
501,nizhniy tsasuchey,50.5167,115.1333,-15.53,77,10,4.56,RU,1670205851
502,weymouth,42.2209,-70.9398,2.09,75,0,0.89,US,1670205850
503,turgenevo,54.8455,46.3297,-16.4,93,25,1.58,RU,1670205851
504,argentan,48.75,-0.0167,2.35,84,100,1.02,FR,1670205852
505,aktash,50.3,87.7333,-20.32,90,99,1.12,RU,1670205852
506,lielvarde,56.7207,24.8074,-1.99,93,99,2.69,LV,1670205853
507,guaruja,-23.9931,-46.2564,24.74,82,100,2.17,BR,1670205853
508,mayskiy,47.6931,40.1025,-10.33,61,9,6.76,RU,1670205854
509,chernyshkovskiy,48.4219,42.2308,-8.77,52,0,4.88,RU,1670205855
510,la ronge,55.1001,-105.2842,-16.65,88,100,7.29,CA,1670205856
511,hamilton,39.1834,-84.5333,1.63,59,2,1.59,US,1670205504
512,caramay,10.1815,119.236,28.04,82,100,4.17,PH,1670205856
513,santa marta,11.2408,-74.199,27.16,74,40,5.81,CO,1670205597
514,lata,40.1629,-8.3327,10.04,78,100,4.58,PT,1670205857
515,bachaquero,9.9694,-71.1494,24.11,85,75,3.47,VE,1670205857
516,tikrit,34.6071,43.6782,13.88,55,0,4.06,IQ,1670205858
517,katete,-0.7818,29.7544,14.76,97,100,1.25,UG,1670205858
518,kangaatsiaq,68.3065,-53.4641,-2.58,77,100,2.08,GL,1670205859
519,mayo,38.8876,-76.5119,2.97,80,0,0.0,US,1670205860
520,kulhudhuffushi,6.6221,73.07,26.14,77,100,1.37,MV,1670205860
521,conceicao do araguaia,-8.2578,-49.2647,22.93,92,100,0.91,BR,1670205861
522,lincoln,40.8,-96.667,2.79,50,97,1.34,US,1670205356
523,san cristobal,7.7669,-72.225,17.65,98,100,1.52,VE,1670205862
524,ixtapa,20.7,-105.2,25.68,88,40,0.0,MX,1670205862
525,buala,-8.145,159.5921,29.13,73,100,4.16,SB,1670205863
526,sungairaya,0.7,108.9,29.02,69,90,0.74,ID,1670205863
527,leo,11.1,-2.1,24.66,30,71,3.07,BF,1670205864
528,northam,51.0333,-4.2167,4.66,74,100,5.54,GB,1670205829
529,sompeta,18.9333,84.6,22.24,74,5,2.02,IN,1670205865
530,atikokan,48.7555,-91.6216,-6.27,91,100,4.69,CA,1670205865
531,zhangjiakou,40.81,114.8794,-7.56,29,0,2.48,CN,1670205866
532,harper,4.375,-7.7169,25.68,86,77,3.39,LR,1670205866
533,florianopolis,-27.6146,-48.5012,22.57,94,75,1.03,BR,1670205629
534,ha tinh,18.3333,105.9,18.58,93,100,5.74,VN,1670205867
535,eenhana,-17.4667,16.3333,23.72,32,95,3.08,NA,1670205868
536,sahibganj,25.25,87.65,16.94,43,4,2.04,IN,1670205868
537,kaka,37.3482,59.6143,-1.24,47,18,1.58,TM,1670205869
538,palimbang,6.2106,124.1894,29.71,67,92,1.62,PH,1670205870
539,alta floresta,-9.8756,-56.0861,21.35,98,94,1.29,BR,1670205870
540,whitehorse,60.7161,-135.0538,-8.28,92,62,0.89,CA,1670205871
541,waipawa,-41.4122,175.5153,14.06,77,98,3.71,NZ,1670205871
542,westport,41.1415,-73.3579,3.75,66,0,1.54,US,1670205755
543,monrovia,6.3005,-10.7969,25.75,81,82,1.5,LR,1670205872
544,sechura,-5.5569,-80.8222,19.16,81,46,5.15,PE,1670205873
545,port lincoln,-34.7333,135.8667,18.28,54,50,6.06,AU,1670205873
546,meadow lake,34.8014,-106.5436,11.49,94,100,1.78,US,1670205874
547,caconda,-13.7333,15.0667,15.03,93,11,1.65,AO,1670205603
548,balykshi,47.0667,51.8667,-18.0,78,0,2.0,KZ,1670205874
549,mahibadhoo,3.7833,72.9667,26.36,79,86,2.9,MV,1670205875
550,troy,42.6056,-83.1499,0.31,59,0,2.24,US,1670205774
551,erzurum,40.0,41.5,-0.18,89,83,1.5,TR,1670205876
552,shiraz,29.6036,52.5388,7.69,76,75,0.0,IR,1670205876
553,praia da vitoria,38.7333,-27.0667,13.2,86,92,3.37,PT,1670205876
554,nalut,30.3333,10.85,16.38,28,3,4.01,LY,1670205877
555,vigrestad,58.5667,5.7,-2.8,59,2,2.53,NO,1670205877
556,kodinsk,58.6881,99.1844,-16.02,94,100,4.29,RU,1670205878
557,mangochi,-14.4782,35.2645,24.09,64,99,1.35,MW,1670205878
558,tikhvin,59.6451,33.5294,-5.99,94,100,4.22,RU,1670205879
